Gene,aboral1,aboral2,aboral3,aboral4,oral1,oral2,oral3,oral4
ML00464a,153,121,187,131,201,146,128,138
ML00465a,188,153,162,108,186,78,87,119
ML00466a,0,0,0,0,0,0,0,0
ML00467a,606,552,623,533,406,417,481,474
ML00468a,3,6,5,2,4,11,3,12
ML00469a,0,0,0,0,0,0,0,0
ML004710a,153,316,302,245,205,136,126,157
ML00471a,852,1061,894,1067,867,721,700,698
ML00472a,345,419,430,444,264,274,283,275
ML00473a,407,390,420,318,508,297,268,360
ML00474a,0,0,0,0,0,0,0,0
ML00475a,1189,1122,1783,1072,1094,1122,883,879
ML00476a,31,16,13,7,15,16,10,28
ML00477a,22,15,2,0,8,13,0,18
ML00478a,11,4,3,0,3,6,1,3
ML00479a,0,0,0,0,0,0,0,0
ML00481a,294,229,222,199,321,212,176,158
ML00482a,97,89,71,70,78,66,62,57
ML00483a,68,81,95,69,30,25,51,41
ML00484a,193,272,244,252,135,173,144,172
ML00485a,156,212,163,216,109,132,118,114
ML00486a,2868,3665,3784,3384,2849,2696,2447,2603
ML00487a,272,288,314,383,247,181,193,183
ML004910a,10,5,8,9,21,11,10,11
ML004911a,1217,685,801,842,862,798,552,516
ML004912a,913,1393,1417,1322,1085,776,829,840
ML004913a,2153,2720,2246,2260,2169,1694,1898,1925
ML004914a,0,0,0,1,0,0,1,2
ML004915a,1,0,5,1,5,0,3,2
ML004916a,52,59,61,56,42,57,59,45
ML004917a,1,1,0,0,0,1,2,0
ML004918a,88,77,73,84,47,75,70,70
ML004919a,62,125,143,106,67,42,39,38
ML00491a,0,0,0,0,0,0,0,0
ML004920a,362,375,384,339,272,242,339,305
ML004921a,818,1332,1134,933,426,489,593,556
ML004922a,5,3,1,4,56,57,79,59
ML004923a,0,0,0,0,17,16,42,10
ML004924a,5,0,0,5,9,9,7,5
ML004925a,375,455,444,464,257,374,338,276
ML004926a,1,2,4,2,0,0,0,0
ML004927a,1,0,0,1,0,0,0,0
ML004928a,3,2,0,1,0,4,1,4
ML004929a,226,201,220,203,345,195,215,192
ML00492a,165,158,165,135,148,96,74,87
ML004930a,68,51,62,56,71,55,43,72
ML004931a,72,44,61,37,61,57,35,49
ML004932a,0,0,0,0,0,0,0,0
ML004933a,159,179,172,175,188,138,96,136
ML004934a,31,47,21,44,42,30,30,32
ML004935a,0,0,0,0,0,0,0,0
ML004936a,0,1,1,3,0,1,2,0
ML004937a,309,460,380,329,285,288,325,308
ML004938a,346,459,392,411,393,397,322,313
ML004939a,61,278,95,155,285,134,151,263
ML00493a,575,409,451,337,485,306,136,334
ML004940a,166,66,56,7,119,72,9,35
ML004941a,5,2,8,2,2,0,2,0
ML004942a,59,5,20,1,54,48,3,9
ML004943a,343,652,589,404,572,131,253,375
ML004944a,252,138,146,80,169,62,57,125
ML00494a,863,733,892,955,777,609,394,524
ML00495a,1723,1950,1362,922,1166,1084,1026,1724
ML00496a,1122,1236,1167,1205,1287,794,959,859
ML00497a,177,116,199,92,566,287,126,179
ML00498a,457,304,516,304,400,508,762,741
ML00499a,808,841,884,802,1098,738,668,615
ML005010a,150,144,148,126,131,148,117,118
ML005011a,12,9,9,7,13,14,5,3
ML005012a,0,1,2,0,2,0,1,2
ML005013a,0,2,1,3,5,1,1,4
ML005014a,75,64,67,61,76,57,96,75
ML005015a,2219,7669,4524,5482,1125,1617,3088,1703
ML005016a,98,340,219,247,19,67,104,83
ML005017a,177,121,138,101,47,128,92,98
ML005018a,0,1,3,1,2,2,0,4
ML005019a,0,0,1,1,1,0,1,10
ML00501a,8303,11534,10205,11332,10692,7535,7528,8863
ML005020a,2273,3501,2381,1811,3056,1971,1804,2181
ML005021a,228,137,148,98,100,131,89,88
ML005022a,2,1,0,0,0,0,0,0
ML005023a,830,689,716,626,458,550,386,535
ML005024a,189,134,175,98,143,132,100,124
ML005025a,1465,3648,2144,4301,477,746,930,793
ML005026a,1335,950,1037,1106,901,800,823,847
ML005027a,753,1241,1118,1322,1273,773,1093,992
ML005028a,38,87,82,79,15,18,25,25
ML005029a,487,566,606,530,601,590,503,508
ML00502a,0,0,0,0,0,0,0,0
ML005030a,62,40,62,59,108,104,173,84
ML005031a,0,1,0,1,0,0,0,0
ML00503a,6,11,8,8,14,7,9,7
ML00504a,37,31,36,49,53,49,76,82
ML00505a,204,275,306,282,211,268,217,190
ML00506a,0,0,0,0,0,0,0,0
ML00507a,125,173,164,134,183,108,116,115
ML00508a,447,440,507,491,459,404,400,303
ML00509a,635,569,575,559,588,472,444,439
ML005110a,282,885,591,849,282,303,467,259
ML005111a,37,45,54,66,50,33,41,38
ML005112a,56,63,55,28,49,23,17,48
ML005113a,172,231,183,110,156,86,73,139
ML005114a,352,414,408,347,712,675,680,731
ML005115a,757,1032,923,1065,955,736,710,685
ML005116a,3,1,4,2,23,24,39,21
ML005117a,614,564,593,781,304,397,501,454
ML005118a,943,453,698,499,662,724,524,522
ML005119a,11,20,13,10,53,26,42,36
ML00511a,6,10,9,5,4,13,1,4
ML005120a,746,940,444,1149,623,96,340,486
ML005121a,74,123,96,96,47,54,48,40
ML005122a,118,172,140,148,210,128,101,133
ML005123a,64,60,86,60,55,81,65,53
ML005124a,0,0,0,0,0,0,0,0
ML005125a,749,886,542,606,603,361,997,783
ML005126a,0,1,0,3,1,0,0,0
ML005127a,127,125,225,176,13,223,102,74
ML005128a,76,91,139,108,13,113,83,68
ML005129a,149,266,174,341,216,119,257,161
ML00512a,34,17,27,11,52,24,14,30
ML005130a,37,71,93,67,41,74,61,52
ML005131a,270,316,305,261,219,221,227,217
ML005132a,4717,4441,5224,4731,5471,3827,3813,3734
ML005133a,128,188,218,207,150,93,157,131
ML005134a,1550,1751,1995,1609,2157,1450,1300,1392
ML005135a,595,742,1504,1296,133,558,962,539
ML005136a,5,3,3,0,4,5,1,2
ML005137a,180,242,193,168,243,153,173,151
ML00513a,781,775,854,874,918,633,656,599
ML00514a,0,0,0,0,0,1,1,0
ML00515a,2,6,1,0,28,15,29,31
ML00516a,1225,1221,1060,885,994,855,850,973
ML00517a,1936,3954,3864,4770,1966,1032,1975,1464
ML00518a,34,16,25,11,34,21,5,29
ML00519a,59,83,84,77,73,46,68,50
ML005210a,72,71,0,3,27,0,3,47
ML005211a,2,0,2,2,17,43,57,16
ML005212a,12,8,7,3,69,33,78,26
ML005213a,5616,9601,7400,10307,569,1149,1743,1659
ML005214a,72,93,101,23,214,107,143,214
ML005215a,55,268,54,132,86,63,112,27
ML005216a,500,483,522,382,521,400,312,415
ML005217a,47,22,43,29,24,26,20,36
ML005218a,98,32,67,30,75,65,33,65
ML005219a,32,22,30,18,52,53,46,37
ML00521a,222,347,318,293,239,205,209,195
ML005220a,35,44,37,37,22,31,22,26
ML005221a,2828,1729,2034,1318,1919,2090,1379,1404
ML005222a,335,226,258,245,226,210,163,197
ML005223a,524,772,688,637,508,317,519,523
ML00522a,21,20,16,16,19,13,13,12
ML00523a,59,160,74,52,64,44,53,43
ML00524a,214,212,195,211,146,184,123,127
ML00525a,217,117,147,103,244,221,80,189
ML00526a,726,427,502,301,501,618,305,414
ML00527a,980,995,944,940,1018,887,735,699
ML00528a,7,5,2,1,0,3,1,3
ML00529a,256,335,385,253,277,184,181,211
ML005310a,204,267,241,201,273,189,124,153
ML005311a,184,148,183,163,149,136,73,136
ML005312a,875,917,951,831,761,720,569,597
ML005313a,0,0,0,0,0,0,0,0
ML005314a,0,0,0,0,0,0,0,0
ML005315a,369,435,442,413,550,263,241,315
ML005316a,728,609,577,554,389,518,363,445
ML005317a,208,195,162,169,286,126,184,170
ML005318a,229,221,248,177,242,189,147,177
ML005319a,278,340,395,357,617,317,220,239
ML00531a,6369,7783,8791,7783,7812,4965,5102,5169
ML005320a,1068,1099,1127,1036,1651,1225,791,872
ML005321a,653,2223,1688,2421,533,492,571,505
ML005322a,539,582,650,587,683,325,415,407
ML005323a,1024,906,1087,926,336,581,574,587
ML005324a,1,0,0,0,57,30,65,27
ML005325a,3007,3085,3083,2929,5415,2805,2617,2829
ML005326a,1060,1446,1479,1329,2020,1080,1193,848
ML005327a,956,1273,1386,1381,1406,1063,1125,782
ML005328a,840,857,1006,715,1305,714,561,669
ML005329a,181,90,68,62,148,185,244,161
ML00532a,356,204,252,154,359,231,109,194
ML005330a,274,206,289,276,355,191,190,231
ML005331a,369,450,428,389,377,299,302,299
ML005332a,66,115,79,72,56,35,33,63
ML005333a,153,147,181,133,57,142,94,103
ML005334a,221,176,188,226,155,198,169,196
ML005335a,111,17,46,44,134,71,39,114
ML005336a,212,207,213,210,202,206,176,181
ML005337a,306,243,288,159,391,229,169,248
ML005338a,631,628,735,534,826,625,489,561
ML005339a,142,211,210,152,89,138,85,93
ML00533a,1780,1930,2006,1592,1351,1488,1251,1656
ML005340a,1373,1051,1223,1003,1283,956,818,969
ML005341a,2079,1798,2014,2248,1527,929,861,1041
ML005342a,209,182,204,202,292,163,130,153
ML005343a,159,202,176,135,182,94,106,163
ML005344a,429,333,346,470,130,64,254,402
ML005345a,27,25,17,15,5,22,17,16
ML005346a,40,50,56,43,62,34,23,27
ML005347a,321,341,320,234,183,196,181,201
ML005348a,0,2,1,0,0,0,0,0
ML005349a,26,26,29,7,12,15,8,12
ML00534a,174,130,156,149,131,132,113,112
ML005350a,1081,867,920,1373,1715,1736,1288,842
ML005351a,167,191,226,195,295,121,122,153
ML005352a,453,838,706,609,904,701,786,664
ML005353a,23,67,60,78,30,15,23,24
ML005354a,567,590,694,710,931,756,830,1384
ML005355a,572,552,880,662,591,377,408,457
ML005356a,249,267,339,240,306,228,176,228
ML005357a,61,44,54,51,47,54,47,45
ML005358a,0,0,0,0,0,0,0,0
ML005359a,216,233,254,300,287,252,237,191
ML00535a,452,344,516,389,495,339,238,282
ML005360a,565,564,578,598,942,621,575,465
ML005361a,72,24,83,3,32,76,77,87
ML005362a,0,0,0,0,0,0,0,0
ML00536a,544,703,626,570,531,461,486,463
ML00537a,804,439,552,394,701,587,393,547
ML00538a,148,127,131,133,155,122,90,100
ML00539a,236,284,265,216,456,217,169,204
ML00541a,286,381,439,243,74,204,238,118
ML00551a,88,119,100,130,79,42,96,80
ML00552a,1,0,0,0,0,0,0,0
ML00553a,734,1332,985,946,1024,786,1009,1099
ML00554a,5258,7291,5326,5898,3382,4246,4726,4265
ML00555a,237,396,384,262,338,289,287,256
ML00556a,117,254,235,142,218,185,170,117
ML00557a,371,42,116,27,159,161,27,113
ML00558a,148,79,117,77,64,75,49,68
ML00561a,1267,1488,1413,1394,1362,959,916,978
ML005710a,2867,2947,2864,3334,2325,1721,1276,1548
ML005711a,0,0,0,0,0,0,0,0
ML005712a,4,2,9,13,10,5,5,3
ML005713a,222,197,240,214,196,172,145,192
ML005714a,2,8,2,2,5,0,5,0
ML005715a,168,143,116,166,106,148,112,104
ML005716a,1502,2424,1558,1800,849,918,1118,1057
ML005717a,0,0,0,0,0,0,0,0
ML005718a,191,172,233,145,241,198,138,167
ML00571a,693,998,797,562,811,602,438,644
ML00572a,2001,2309,2364,1772,3132,1893,1549,1917
ML00573a,1433,1504,1293,1253,1631,1120,1171,976
ML00574a,1,0,0,0,2,1,0,2
ML00575a,68,41,302,25,7,20,17,29
ML00576a,29,177,164,42,967,222,213,1108
ML00577a,45,69,48,57,40,19,30,39
ML00578a,8,27,71,20,30,22,8,15
ML00579a,1035,1562,1673,1102,1202,801,997,991
ML00581a,150,70,48,44,197,176,43,103
ML006110a,64,6,15,2,20,97,1,31
ML006111a,494,645,613,695,403,494,515,459
ML006112a,0,0,0,0,0,0,0,0
ML006113a,88,43,106,63,90,51,61,72
ML006114a,31,31,30,34,61,60,65,77
ML006115a,1,1,10,1,1,0,0,0
ML006116a,1035,814,898,742,787,835,635,805
ML006117a,197,175,156,158,202,177,152,156
ML006118a,16627,17784,20529,18605,24688,13723,14378,15644
ML006119a,395,317,402,327,490,351,277,298
ML00611a,95,196,171,110,113,93,86,85
ML006120a,170,85,149,102,159,135,98,131
ML006121a,631,409,591,340,476,513,276,467
ML006122a,0,0,0,0,0,0,0,0
ML006123a,1229,1014,1304,969,796,1009,752,942
ML006124a,770,574,667,592,438,587,473,544
ML006125a,818,644,703,652,820,644,565,558
ML006126a,706,622,677,517,711,820,341,451
ML00612a,0,3,3,1,0,3,1,1
ML00613a,16,7,10,48,518,1054,1282,722
ML00614a,112,202,134,118,80,50,95,77
ML00615a,135,133,199,134,115,124,128,159
ML00616a,186,273,317,344,69,115,179,103
ML00617a,0,0,0,0,0,0,0,0
ML00618a,217,215,213,202,92,189,108,147
ML00619a,0,0,0,0,0,0,0,0
ML00621a,11,6,8,1,40,66,79,46
ML00622a,124,227,231,217,162,103,104,105
ML00623a,1,0,1,0,0,2,0,4
ML00624a,264,571,475,397,526,323,253,243
ML00625a,7,7,5,1,2,1,2,6
ML00626a,37,8,12,15,13,29,21,26
ML00627a,2747,213,1213,34,816,1397,185,799
ML00628a,560,607,550,558,503,336,479,460
ML006310a,0,0,0,0,0,0,0,0
ML006311a,958,734,805,778,823,691,688,710
ML006312a,3,2,2,5,0,1,3,3
ML006313a,22,37,35,38,119,101,276,85
ML006314a,38,44,28,46,10,30,19,25
ML006315a,203,331,198,240,127,235,164,179
ML006316a,196,246,270,262,182,119,147,145
ML006317a,95,69,63,79,99,106,79,73
ML006318a,98,76,81,48,82,95,78,82
ML006319a,125,113,107,125,128,101,89,76
ML00631a,148,169,179,182,145,143,124,127
ML006320a,105,76,76,53,164,81,45,49
ML006321a,257,128,184,96,314,195,167,190
ML006322a,210,191,221,143,172,180,132,155
ML006323a,7,13,14,5,5,14,8,5
ML00632a,25,17,29,11,28,15,16,25
ML00633a,106,81,91,78,89,84,65,87
ML00634a,11,13,15,5,27,28,42,40
ML00635a,46,85,58,79,146,35,86,34
ML00636a,228,200,342,282,302,224,235,221
ML00637a,689,755,689,810,502,460,430,497
ML00638a,0,0,0,0,0,0,0,0
ML00639a,7,10,18,11,12,4,3,7
ML00641a,780,879,923,872,932,653,685,705
ML00642a,231,278,259,233,345,233,206,213
ML00643a,11,8,8,14,17,25,13,17
ML00644a,0,0,0,0,0,0,0,0
ML00645a,0,4,3,1,0,0,0,0
ML00646a,28,250,57,176,0,3,1,0
ML006510a,1343,55,314,0,917,526,47,597
ML00651a,243,467,404,640,184,200,268,241
ML00652a,452,356,778,730,228,276,343,337
ML00653a,15,7,23,14,44,18,38,29
ML00654a,40,50,63,24,10,21,21,33
ML00655a,16,22,74,17,9,17,19,12
ML00656a,154,334,281,348,148,115,129,98
ML00657a,314,386,409,350,371,207,235,337
ML00658a,43,51,95,108,14,20,25,20
ML00659a,194,248,330,286,122,112,163,156
ML00661a,579,644,713,697,828,539,587,575
ML00662a,17,9,17,3,4,2,3,13
ML00671a,6,7,7,5,5,5,5,5
ML00672a,646,249,404,258,560,394,236,455
ML00673a,1287,961,1294,604,891,1168,740,1189
ML00674a,624,734,645,685,420,481,466,550
ML00675a,20,42,25,27,43,3,21,36
ML00676a,908,739,865,733,961,883,668,737
ML00677a,122,136,89,120,60,97,71,90
ML00678a,0,0,0,0,0,1,0,0
ML00679a,0,2,1,1,10,7,6,8
ML006910a,4,3,5,16,15,43,25,12
ML006911a,663,444,571,553,653,434,372,523
ML006912a,488,499,497,550,491,464,443,401
ML006913a,501,369,458,333,350,328,261,333
ML006914a,136,130,135,144,155,128,111,114
ML006915a,314,308,339,338,417,222,253,317
ML006916a,224,160,169,186,140,128,131,155
ML006917a,1126,1208,1153,966,1068,1047,822,970
ML006918a,352,439,393,582,122,201,245,243
ML006919a,241,377,763,227,22,109,23,71
ML00691a,794,583,657,562,406,626,392,505
ML006920a,1167,1625,1268,1679,1194,950,947,1107
ML006921a,6,3,5,3,0,2,3,3
ML006922a,4,21,11,3,3,11,6,17
ML006923a,86,91,90,75,127,71,51,78
ML006924a,46,50,43,33,63,39,28,41
ML006925a,2926,3192,3348,3228,4051,2981,2301,2270
ML006926a,240,189,220,177,237,215,191,203
ML006927a,3,1,1,11,15,31,39,18
ML006928a,802,721,821,1055,519,457,495,480
ML006929a,0,1,0,0,0,0,0,0
ML00692a,0,3,1,4,8,10,11,14
ML006930a,115,128,73,94,75,80,57,83
ML006931a,1609,2284,1219,1951,923,1149,1434,1233
ML006932a,172,156,166,143,144,84,111,120
ML006933a,238,286,234,243,427,242,309,310
ML006934a,2,6,2,2,11,10,9,8
ML006935a,0,0,0,0,0,0,0,0
ML006936a,33,48,36,31,44,60,63,57
ML006937a,6,23,44,1,18,7,1,9
ML006938a,0,0,0,0,0,0,0,0
ML006939a,249,250,240,200,320,196,148,231
ML00693a,127,195,230,160,178,95,189,156
ML00694a,43,38,27,484,2032,1654,1705,2276
ML00695a,127,227,224,127,192,99,112,116
ML00696a,4597,3222,3435,6949,362,322,923,260
ML00697a,1,3,0,0,10,24,22,7
ML00698a,137,108,82,40,364,162,54,88
ML00699a,3,2,9,5,54,24,32,42
ML00701a,4,0,6,3,4,3,1,2
ML00702a,132,78,106,109,266,189,297,190
ML00703a,622,370,467,426,452,407,302,396
ML00704a,5,0,2,0,16,47,23,15
ML00705a,0,0,0,1,324,233,335,132
ML00711a,0,2,4,2,9,1,1,0
ML00712a,257,317,321,242,180,215,209,235
ML00713a,11,9,10,0,11,2,6,13
ML00714a,145,241,149,191,150,131,110,119
ML00715a,188,210,182,192,166,135,125,155
ML00716a,377,363,314,358,663,316,242,332
ML00717a,304,437,378,452,226,209,261,296
ML00718a,232,219,283,272,348,229,195,196
ML00719a,1,17,4,8,8,3,8,6
ML00721a,211,219,199,196,258,197,160,165
ML007310a,398,327,362,290,387,326,245,291
ML007311a,334,363,405,379,478,322,275,301
ML007312a,60,88,96,60,75,73,55,47
ML007313a,67,113,66,90,57,70,70,59
ML007314a,122,218,201,171,168,220,133,127
ML007315a,120,124,102,79,104,81,53,95
ML007316a,568,546,526,625,658,449,448,462
ML007317a,93,167,115,116,112,86,95,83
ML007318a,447,344,343,326,422,348,254,302
ML007319a,227,266,251,271,335,293,192,205
ML00731a,208,164,171,163,150,141,142,181
ML007320a,508,614,526,645,819,514,551,433
ML007321a,160,112,110,121,87,119,83,99
ML007322a,633,437,400,447,585,516,314,436
ML007323a,170,262,209,214,364,231,322,229
ML007324a,0,0,0,0,0,0,0,0
ML007325a,0,0,0,0,0,0,0,0
ML007326a,696,494,563,441,31,449,253,337
ML007327a,237,211,202,120,133,118,129,150
ML007328a,333,294,305,230,371,318,206,260
ML007329a,300,171,202,210,215,122,79,155
ML00732a,5,2,0,2,7,16,16,9
ML007330a,1599,3378,4822,3242,3269,989,2155,1367
ML007331a,20,30,26,34,3,14,12,11
ML007332a,1345,1736,2515,1132,1089,1189,338,904
ML007333a,855,699,789,937,510,590,537,683
ML007334a,1417,1561,1739,1610,1968,1357,1254,1318
ML007335a,3,0,0,0,2,19,18,10
ML007336a,654,404,494,453,663,698,459,678
ML00733a,1978,2211,1743,1314,1371,1317,1389,1539
ML00734a,494,580,576,494,660,390,376,384
ML00735a,0,0,0,0,0,0,0,0
ML00736a,236,214,214,210,176,178,151,160
ML00737a,10,23,19,9,28,21,12,23
ML00738a,0,0,0,0,0,0,0,0
ML00739a,456,939,706,956,406,407,463,430
ML007410a,1,4,1,2,2,6,3,0
ML007411a,215,148,163,153,179,155,149,149
ML007412a,58,39,34,29,57,38,43,52
ML007413a,167,147,152,156,243,138,112,154
ML007414a,14,6,9,6,17,42,58,38
ML007415a,794,147,261,1539,0,108,20,245
ML007416a,73,79,88,73,135,72,58,101
ML007417a,236,206,227,206,460,195,256,248
ML007418a,0,0,0,0,0,0,0,0
ML007419a,2657,2339,2449,2560,3438,2088,2490,2076
ML00741a,0,0,1,0,0,0,1,2
ML007420a,1860,1829,1788,1925,2134,1431,1725,1431
ML007421a,984,1143,1218,1164,878,797,706,754
ML007422a,1627,1811,1856,1746,1722,1599,1355,1356
ML007423a,0,0,0,0,0,0,0,0
ML007424a,0,0,0,0,0,0,0,0
ML007425a,0,0,0,0,0,0,0,0
ML007426a,16,2,4,20,27,84,138,254
ML007427a,1924,1802,1854,1616,2249,1660,1547,1797
ML007428a,2484,1889,2282,1909,2053,2209,1387,1798
ML007429a,708,2086,2062,2668,491,361,710,444
ML00742a,4,9,11,9,6,3,7,3
ML007430a,77,116,113,145,252,160,197,272
ML007431a,6,4,4,4,6,1,6,5
ML007432a,111,282,254,205,162,98,143,131
ML007433a,468,436,511,390,513,341,417,404
ML007434a,212,206,146,215,215,155,192,206
ML007435a,498,676,750,782,300,288,354,374
ML007436a,924,1886,1371,1456,925,822,897,844
ML007437a,526,1087,1029,1287,505,296,511,407
ML007438a,11,19,11,11,5,17,18,12
ML007439a,6,11,3,2,4,2,3,3
ML00743a,129,99,92,81,100,84,65,102
ML00744a,1,2,2,2,13,22,21,12
ML00745a,632,808,899,557,1197,653,732,812
ML00746a,195,143,170,155,155,146,114,122
ML00747a,501,443,444,468,447,444,412,414
ML00748a,13017,14912,16402,14870,19891,11910,11157,12492
ML00749a,1,0,0,0,0,0,0,0
ML00751a,0,0,0,0,0,0,1,0
ML00761a,8,39,26,44,20,15,22,14
ML00762a,0,1,0,0,0,0,0,0
ML00763a,45,27,46,17,51,43,31,57
ML00764a,62,86,36,22,9,7,10,15
ML00765a,243,187,187,196,126,126,116,136
ML00766a,16,46,42,21,58,38,25,12
ML00767a,5,131,50,56,5,48,37,3
ML00768a,2,49,19,21,7,15,17,2
ML00771a,214,205,371,486,373,401,360,216
ML00772a,249,301,355,290,364,217,199,251
ML00773a,134,190,196,101,40,40,32,44
ML00774a,0,0,0,0,0,0,0,0
ML007810a,264,262,280,226,281,275,182,234
ML007811a,188,75,88,24,139,156,43,110
ML007812a,1989,1702,1816,1413,2573,1761,1487,1514
ML007813a,731,1066,1068,1064,642,624,669,600
ML007814a,2716,2700,2889,3004,1716,1194,1146,1172
ML00781a,227,229,272,200,287,194,174,188
ML00782a,0,0,0,0,0,0,0,0
ML00783a,891,617,701,467,601,639,437,494
ML00784a,216,255,264,225,332,206,247,262
ML00785a,486,590,518,402,661,365,433,349
ML00786a,221,286,298,239,306,211,230,192
ML00787a,1126,1715,1818,1372,1427,1094,924,1083
ML00788a,171,172,192,149,163,137,100,117
ML00789a,461,663,672,538,742,427,383,412
ML00791a,2902,2474,2824,1713,2882,2447,1217,1972
ML00792a,1277,1242,1278,1315,1159,1017,976,944
ML00793a,467,500,552,469,389,387,361,359
ML008010a,1311,355,521,317,511,626,264,593
ML008011a,3,1,12,0,16,5,0,3
ML008012a,0,0,0,0,0,0,0,0
ML008013a,755,611,460,560,1180,644,716,781
ML008014a,163,308,405,225,358,452,402,512
ML008015a,75,126,115,82,287,150,160,189
ML008016a,635,453,757,629,285,343,265,375
ML008017a,2,2,2,1,18,10,20,12
ML008018a,3,1,2,2,4,2,1,2
ML008019a,327,326,350,265,252,331,214,291
ML00801a,8296,10300,10785,9815,11036,6857,6131,6324
ML008020a,39,43,157,88,142,79,89,69
ML008021a,320,335,375,360,476,285,253,237
ML008022a,137,111,189,195,197,119,169,119
ML008023a,84,23,10,83,14,45,46,50
ML008024a,33,3,37,13,77,22,14,30
ML008025a,151,196,170,116,230,143,101,129
ML008026a,130,17,10,14,19,21,14,112
ML008027a,0,0,0,0,0,0,0,0
ML008028a,625,736,680,642,585,577,499,513
ML008029a,0,2,0,1,3,17,11,14
ML00802a,0,0,0,0,1,1,0,0
ML008030a,409,583,544,783,169,194,351,357
ML00803a,172,224,199,203,66,84,112,129
ML00804a,33,32,41,15,14,43,12,25
ML00805a,0,0,3,1,1,1,2,0
ML00806a,596,643,456,347,611,485,382,425
ML00807a,4570,9731,3231,5584,6505,2360,3317,4927
ML00808a,1650,1176,1427,919,1463,1601,994,1171
ML00809a,658,254,379,185,605,446,197,377
ML008110a,2526,3118,2777,3065,2401,2190,2299,2071
ML008111a,415,261,396,196,255,175,166,278
ML008112a,3,25,13,10,8,4,4,1
ML008113a,10252,13147,12534,10814,16202,8644,11460,9487
ML008114a,97,129,105,71,128,103,139,83
ML008115a,22,24,12,18,13,19,34,22
ML008116a,663,311,401,123,140,235,34,86
ML008117a,63,2,2,4,18,28,36,35
ML008118a,212,167,178,80,221,174,138,187
ML008119a,0,0,1,0,0,1,0,0
ML00811a,354,296,481,276,487,214,202,293
ML008120a,118,149,109,123,95,124,116,115
ML008121a,273,318,257,162,361,236,181,384
ML008122a,312,379,461,325,569,419,398,370
ML008123a,40,60,69,33,48,69,44,33
ML00812a,654,776,622,877,782,960,553,363
ML00813a,34,40,64,53,50,34,48,52
ML00814a,0,0,0,0,0,0,0,0
ML00815a,545,420,472,330,463,500,309,358
ML00816a,280,306,348,293,455,261,239,268
ML00817a,409,488,390,321,419,322,247,357
ML00818a,82,127,123,107,96,76,131,116
ML00819a,171,185,168,120,107,103,112,110
ML008310a,8,2,31,27,6,0,13,15
ML008311a,17,14,18,28,18,0,22,14
ML008312a,35,17,27,35,17,1,29,25
ML008313a,23,27,27,53,12,1,21,15
ML008314a,708,391,694,589,560,453,327,455
ML008315a,337,515,374,334,280,271,271,328
ML008316a,33,14,37,9,106,50,16,57
ML008317a,916,1106,1066,1013,969,910,775,823
ML008318a,192,203,172,184,310,160,212,167
ML008319a,956,1454,1164,1138,1044,906,844,950
ML00831a,107,105,105,92,20,92,62,93
ML008320a,57,221,70,74,32,27,29,42
ML008321a,16,86,21,33,5,28,40,18
ML008322a,119,149,97,51,42,28,15,26
ML008323a,2,4,1,11,19,63,39,39
